gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureYears,TotalServices,ChurnBinary,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Risk_Segment,Predicted Churn Score
Female,0,Yes,No,68.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.95,1614.9,No,5.0,2,0,68.0,2,1614.9,5,2,3,523,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,22.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,No,1.0,3,0,22.0,3,1573.95,4,2,3,423,Lost Customers,Medium-High Risk,50
Male,0,Yes,Yes,38.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes,3.0,6,1,38.0,6,3624.3,5,4,4,544,Champions,Medium-High Risk,50
Female,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,0.0,6,1,1.0,6,100.25,1,4,1,141,Average Customers,High Risk,90
Male,0,Yes,No,18.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,No,1.0,4,0,18.0,4,1468.75,4,3,3,433,Loyal Customers,Medium-High Risk,50
Male,0,No,No,29.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,No,2.0,5,0,29.0,5,2607.6,5,4,4,544,Champions,Medium-High Risk,50
Female,0,No,No,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes,1.0,5,1,16.0,5,1422.1,4,4,3,443,Loyal Customers,Medium-High Risk,50
Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,0.0,2,1,1.0,2,69.85,1,2,1,121,At-Risk Newbies,Medium-High Risk,80
Male,0,No,No,12.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Yes,1.0,4,1,12.0,4,858.6,3,3,2,332,Average Customers,Medium-High Risk,50
Male,0,No,No,31.0,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.05,1523.4,No,2.0,4,0,31.0,4,1523.4,5,3,3,533,Loyal Customers,Medium-High Risk,0
Male,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,0.0,3,1,4.0,3,324.3,2,2,2,222,At-Risk Newbies,High Risk,90
Female,0,Yes,No,48.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,69.55,3435.6,No,4.0,6,0,48.0,6,3435.6,5,4,4,544,Champions,Low Risk,0
Female,0,No,No,15.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,1.0,2,1,15.0,2,399.6,4,2,2,422,Lost Customers,Medium Risk,30
Male,0,No,No,50.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.1,4549.45,No,4.0,6,0,50.0,6,4549.45,5,4,5,545,Champions,Medium-High Risk,30
Male,0,No,No,7.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,No,0.0,2,0,7.0,2,322.5,3,2,2,322,Average Customers,Medium Risk,70
Male,1,Yes,No,41.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,3.0,5,1,41.0,5,3273.55,5,4,4,544,Champions,Medium-High Risk,50
Male,0,Yes,Yes,68.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,No,5.0,4,0,68.0,4,5375.15,5,3,5,535,Loyal Customers,Medium-High Risk,30
Female,1,Yes,No,26.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,No,2.0,6,0,26.0,6,2510.7,5,4,4,544,Champions,Medium-High Risk,50
Male,0,No,No,57.0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,No,4.0,5,0,57.0,5,3090.05,5,4,4,544,Champions,Low Risk,0
Female,0,No,No,3.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.55,61.05,No,0.0,1,0,3.0,1,61.05,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Female,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.9,20.9,Yes,0.0,1,1,1.0,1,20.9,1,1,1,111,At-Risk Newbies,Medium Risk,70
Male,0,Yes,Yes,19.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.95,955.6,No,1.0,3,0,19.0,3,955.6,4,2,3,423,Lost Customers,Low Risk,0
Female,0,No,No,3.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,No,0.0,3,0,3.0,3,140.4,1,2,1,121,At-Risk Newbies,Medium-High Risk,60
Female,0,No,No,59.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,24.45,1493.1,No,4.0,2,0,59.0,2,1493.1,5,2,3,523,Lost Customers,Medium-High Risk,10
Female,0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,0.0,2,1,1.0,2,69.4,1,2,1,121,At-Risk Newbies,Medium-High Risk,80
Male,0,Yes,No,42.0,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,No,3.0,3,0,42.0,3,1626.05,5,2,3,523,Lost Customers,Low Risk,20
Female,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,0.0,3,1,7.0,3,541.15,3,2,2,322,Average Customers,High Risk,90
Male,0,Yes,No,67.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.6,1784.9,No,5.0,2,0,67.0,2,1784.9,5,2,3,523,Lost Customers,Medium Risk,10
Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,No,0.0,2,0,1.0,2,70.35,1,2,1,121,At-Risk Newbies,High Risk,100
Male,0,Yes,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,No,5.0,9,0,66.0,9,6075.9,5,5,5,555,Champions,Low Risk,20
Female,0,No,No,61.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,No,5.0,5,0,61.0,5,5500.6,5,4,5,545,Champions,Medium-High Risk,50
Male,0,Yes,Yes,4.0,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24.1,73.1,No,0.0,2,0,4.0,2,73.1,2,2,1,221,At-Risk Newbies,Medium Risk,50
Female,1,Yes,No,42.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,3.0,3,1,42.0,3,3229.4,5,2,4,524,High Spenders,Medium-High Risk,50
Female,0,Yes,Yes,64.0,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,No,5.0,4,0,64.0,4,3399.85,5,3,4,534,Loyal Customers,Low Risk,0
Female,1,Yes,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,No,4.0,9,0,54.0,9,6431.05,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19.75,19.75,No,0.0,1,0,1.0,1,19.75,1,1,1,111,At-Risk Newbies,Medium Risk,70
Male,0,Yes,Yes,54.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.05,1230.9,No,4.0,2,0,54.0,2,1230.9,5,2,3,523,Lost Customers,Medium Risk,10
Female,0,No,Yes,18.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.3,454.65,No,1.0,2,0,18.0,2,454.65,4,2,2,422,Lost Customers,Medium Risk,10
Male,0,No,No,3.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,No,0.0,4,0,3.0,4,235.05,1,3,1,131,Average Customers,High Risk,90
Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,0.0,2,1,1.0,2,70.1,1,2,1,121,At-Risk Newbies,High Risk,100
Female,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6595.9,No,6.0,9,0,72.0,9,6595.9,5,5,5,555,Champions,Low Risk,20
Male,1,Yes,No,60.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867.0,No,5.0,6,0,60.0,6,5867.0,5,4,5,545,Champions,Medium-High Risk,30
Female,0,Yes,Yes,11.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.0,196.35,No,0.0,1,0,11.0,1,196.35,3,1,1,311,Average Customers,Medium Risk,50
Female,0,No,Yes,12.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Yes,1.0,4,1,12.0,4,909.25,3,3,2,332,Average Customers,Medium-High Risk,50
Male,0,Yes,Yes,61.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),103.9,6449.15,No,5.0,7,0,61.0,7,6449.15,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,39.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.7,762.45,No,3.0,1,0,39.0,1,762.45,5,1,2,512,Lost Customers,Medium Risk,10
Male,0,No,No,55.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,4.0,5,1,55.0,5,5283.95,5,4,5,545,Champions,Medium-High Risk,50
Female,0,No,No,17.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,1.0,6,1,17.0,6,1617.5,4,4,3,443,Loyal Customers,Medium-High Risk,50
Male,0,No,No,37.0,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.15,785.75,No,3.0,1,0,37.0,1,785.75,5,1,2,512,Lost Customers,Medium Risk,10
Female,0,Yes,No,72.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,26.0,1776.0,No,6.0,2,0,72.0,2,1776.0,5,2,3,523,Lost Customers,Medium Risk,10
Male,1,Yes,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,No,6.0,7,0,72.0,7,5396.25,5,5,5,555,Champions,Medium Risk,20
Female,0,No,No,8.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,No,0.0,5,0,8.0,5,574.5,3,4,2,342,Average Customers,Low Risk,60
Female,0,Yes,Yes,22.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,400.3,No,1.0,1,0,22.0,1,400.3,4,1,2,412,Lost Customers,Medium Risk,30
Female,0,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,0.0,4,1,1.0,4,84.3,1,3,1,131,Average Customers,High Risk,90
Female,0,No,No,38.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15,2656.3,No,3.0,6,0,38.0,6,2656.3,5,4,4,544,Champions,Low Risk,20
Male,0,No,Yes,17.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,80.85,1445.95,No,1.0,7,0,17.0,7,1445.95,4,5,3,453,Loyal Customers,Medium-High Risk,20
Female,1,No,No,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,No,5.0,7,0,70.0,7,5212.65,5,5,5,555,Champions,Medium Risk,20
Female,1,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,6.0,9,1,72.0,9,6440.25,5,5,5,555,Champions,Medium Risk,20
Female,0,No,No,28.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.6,2244.95,No,2.0,3,0,28.0,3,2244.95,5,2,4,524,High Spenders,Medium-High Risk,50
Female,0,No,No,15.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,No,1.0,4,0,15.0,4,1130.0,4,3,3,433,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,No,6.0,9,0,72.0,9,6463.15,5,5,5,555,Champions,Low Risk,20
Female,1,Yes,No,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,0.0,6,1,11.0,6,1131.2,3,4,3,343,Loyal Customers,High Risk,90
Male,1,No,No,8.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,0.0,4,1,8.0,4,585.95,3,3,2,332,Average Customers,High Risk,90
Female,0,Yes,No,57.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.4,6252.7,No,4.0,8,0,57.0,8,6252.7,5,5,5,555,Champions,Medium-High Risk,30
Male,0,Yes,Yes,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Yes,0.0,1,1,1.0,1,19.95,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,Yes,No,46.0,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,No,3.0,4,0,46.0,4,2062.15,5,3,4,534,Loyal Customers,Medium-High Risk,20
Male,0,Yes,No,30.0,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.7,587.1,No,2.0,1,0,30.0,1,587.1,5,1,2,512,Lost Customers,Medium Risk,10
Male,1,Yes,No,10.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,No,0.0,3,0,10.0,3,720.45,3,2,2,322,Average Customers,High Risk,90
Male,0,Yes,No,23.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,1.0,7,1,23.0,7,2186.4,4,5,4,454,Champions,Medium-High Risk,50
Male,0,No,No,32.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,No,2.0,6,0,32.0,6,2979.3,5,4,4,544,Champions,Medium-High Risk,50
Male,0,No,No,13.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,No,1.0,3,0,13.0,3,956.65,4,2,3,423,Lost Customers,Medium-High Risk,50
Female,0,No,No,39.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes,3.0,4,1,39.0,4,3201.55,5,3,4,534,Loyal Customers,Medium-High Risk,30
Female,0,No,No,44.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,No,3.0,5,0,44.0,5,3973.2,5,4,4,544,Champions,Medium-High Risk,50
Male,1,No,No,9.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,No,0.0,3,0,9.0,3,447.9,3,2,2,322,Average Customers,Medium Risk,60
Female,0,Yes,No,67.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.65,1335.2,No,5.0,1,0,67.0,1,1335.2,5,1,3,513,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,9.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,0.0,4,1,9.0,4,661.25,3,3,2,332,Average Customers,High Risk,90
Female,0,No,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,1.0,4,1,15.0,4,1111.85,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,0,Yes,No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555.0,No,5.0,7,0,71.0,7,7555.0,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,1.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49.0,No,0.0,3,0,1.0,3,49.0,1,2,1,121,At-Risk Newbies,Low Risk,60
Female,0,Yes,Yes,30.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,2.0,6,1,30.0,6,3046.15,5,4,4,544,Champions,Medium-High Risk,50
Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,0.0,2,1,1.0,2,69.35,1,2,1,121,At-Risk Newbies,Medium-High Risk,80
Male,0,Yes,No,17.0,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,No,1.0,4,0,17.0,4,836.35,4,3,2,432,Average Customers,Low Risk,20
Female,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,0.0,4,1,3.0,4,272.2,1,3,2,132,Average Customers,High Risk,90
Male,0,Yes,Yes,67.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,5.0,7,1,67.0,7,5293.4,5,5,5,555,Champions,Medium-High Risk,20
Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.95,20.95,No,0.0,1,0,1.0,1,20.95,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,1,No,No,1.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,0.0,3,1,1.0,3,50.55,1,2,1,121,At-Risk Newbies,Medium Risk,60
Female,1,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.3,2570.0,No,2.0,4,0,32.0,4,2570.0,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,41.0,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.5,798.2,No,3.0,1,0,41.0,1,798.2,5,1,2,512,Lost Customers,Medium Risk,10
Male,0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,0.0,3,1,1.0,3,80.55,1,2,1,121,At-Risk Newbies,High Risk,90
Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,No,0.0,2,0,1.0,2,44.15,1,2,1,121,At-Risk Newbies,Medium Risk,70
Female,0,Yes,Yes,12.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes,1.0,5,1,12.0,5,916.9,3,4,2,342,Average Customers,Medium-High Risk,50
Male,0,Yes,Yes,62.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,No,5.0,7,0,62.0,7,6487.2,5,5,5,555,Champions,Medium-High Risk,50
Female,0,No,No,22.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,1.0,4,1,22.0,4,1855.65,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,0,No,Yes,17.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,No,1.0,6,0,17.0,6,1556.85,4,4,3,443,Loyal Customers,Medium-High Risk,50
Female,0,Yes,Yes,72.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),26.25,1988.05,No,6.0,2,0,72.0,2,1988.05,5,2,3,523,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,56.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,No,4.0,6,0,56.0,6,5432.2,5,4,5,545,Champions,Medium-High Risk,50
Female,0,No,No,9.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.45,147.55,No,0.0,1,0,9.0,1,147.55,3,1,1,311,Average Customers,Medium Risk,70
Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,No,6.0,9,0,72.0,9,8424.9,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,20.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,No,1.0,8,0,20.0,8,2203.7,4,5,4,454,Champions,Medium-High Risk,50
Male,0,Yes,Yes,19.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2,387.4,No,1.0,1,0,19.0,1,387.4,4,1,2,412,Lost Customers,Medium Risk,10
Male,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,0.0,2,1,2.0,2,116.65,1,2,1,121,At-Risk Newbies,Medium-High Risk,80
Male,0,No,No,53.0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,No,4.0,5,0,53.0,5,3045.75,5,4,4,544,Champions,Low Risk,0
Female,1,No,No,27.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,2.0,4,1,27.0,4,2287.25,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,0,No,No,6.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,130.5,No,0.0,1,0,6.0,1,130.5,2,1,1,211,At-Risk Newbies,Medium Risk,70
Male,0,Yes,Yes,9.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.35,767.9,No,0.0,5,0,9.0,5,767.9,3,4,2,342,Average Customers,Medium-High Risk,70
Female,0,Yes,Yes,8.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,No,0.0,4,0,8.0,4,446.8,3,3,2,332,Average Customers,Medium-High Risk,60
Female,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,No,5.0,9,0,71.0,9,8100.25,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,10.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,0.0,4,1,10.0,4,830.7,3,3,2,332,Average Customers,High Risk,90
Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.0,20.0,Yes,0.0,1,1,1.0,1,20.0,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,Yes,No,71.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.8,4689.15,No,5.0,7,0,71.0,7,4689.15,5,5,5,555,Champions,Low Risk,0
Male,0,Yes,No,68.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,No,5.0,6,0,68.0,6,6754.35,5,4,5,545,Champions,Medium-High Risk,30
Male,0,No,No,34.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,No,2.0,7,0,34.0,7,3540.65,5,5,4,554,Champions,Medium-High Risk,50
Male,0,No,No,26.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,No,2.0,5,0,26.0,5,2184.6,5,4,4,544,Champions,Medium-High Risk,30
Female,0,No,No,22.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Yes,1.0,3,1,22.0,3,1054.6,4,2,3,423,Lost Customers,Low Risk,20
Male,0,No,No,7.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.95,130.55,No,0.0,1,0,7.0,1,130.55,3,1,1,311,Average Customers,Medium Risk,70
Female,0,Yes,No,20.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,No,1.0,2,0,20.0,2,1540.35,4,2,3,423,Lost Customers,Medium-High Risk,40
Female,0,Yes,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,No,5.0,7,0,60.0,7,6411.25,5,5,5,555,Champions,Medium-High Risk,50
Male,0,Yes,Yes,72.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,20.55,1432.55,No,6.0,1,0,72.0,1,1432.55,5,1,3,513,Lost Customers,Medium-High Risk,10
Female,1,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,No,6.0,7,0,72.0,7,7629.85,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,4.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.25,101.9,No,0.0,2,0,4.0,2,101.9,2,2,1,221,At-Risk Newbies,Medium Risk,70
Male,0,Yes,Yes,16.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.75,313.4,No,1.0,1,0,16.0,1,313.4,4,1,2,412,Lost Customers,Medium-High Risk,30
